year,farmid,eff_silverman,eff_scalar,eff_product,TE_silverman,PE_silverman
2000,2249,0.9481850777209273,0.7159495688687508,0.6894452112408993,1.0,0.9448581061731728
2001,2249,0.6009374119918439,0.8961237140767464,0.7907389230285183,1.0,0.9448581061731728
1999,2304,0.9931910146345573,0.6105404368901883,0.8350714297298912,0.9791345487666872,1.0
2000,2304,0.9999822720760113,0.36149975434140835,0.732944039654401,0.979128842329286,1.0
2001,2304,0.7532322840106469,0.7512585774013479,0.886301718950621,1.0,1.0
2002,2304,0.8649963855964665,0.8781526879089022,0.656139541701047,0.972158554878471,1.0
2003,2304,0.7594223759092154,0.7912213646548172,0.68078958421168,0.9543897482502635,1.0
1999,2305,0.6725425131798397,0.5212947617642515,0.7428449081633265,0.9615500381474342,0.9619017342125283
2000,2305,0.7294981217812956,0.4930655423121766,0.7779278777661441,0.8967754220123658,0.9619017342125283
2001,2305,0.9050539730642058,0.8354224339416139,0.7271127443670193,1.0,0.9619017342125283
2002,2305,0.938260692777452,0.869502762594173,0.7679695923461293,1.0,0.9619017342125283
2003,2305,0.8722259939521368,0.7746975523374904,0.7324648055958967,1.0,0.9619017342125283
2004,2305,0.683542537307101,0.6373763930836673,0.5975136189073352,0.9790543014725804,0.9619017342125283
2005,2305,0.8286558723417087,0.6972567558642322,0.7426521300223153,1.0,0.9619017342125283
2006,2305,0.8523561823912926,0.6616039264766155,0.6744615623661122,1.0,0.9619017342125283
1998,4231,0.6105902256550757,0.36843649993220806,0.2719390656547296,0.9666950729216237,0.9409471632996225
1999,4231,0.6347250883877511,0.4474930272402198,0.48537885335032255,0.9589593125701572,0.9409471632996225
2000,4231,0.9506838611027661,0.47895354227739967,0.41265777380822133,1.0,0.9409471632996225
2001,4231,0.8928203552720392,0.3964658084871201,0.3809968363058828,1.0,0.9409471632996225
2002,4231,0.8189050101532775,0.48339071473582745,0.7615277419486113,1.0,0.9409471632996225
2003,4231,0.5855981643260993,0.5109877854433114,0.4047026636083885,0.9792476973605397,0.9409471632996225
2004,4231,0.8457894682829429,0.8447965156757222,0.5998764288355476,0.9614383542933281,0.9409471632996225
2005,4231,0.850502841992282,0.8109847324896055,0.8818863619694413,1.0,0.9409471632996225
2006,4231,0.5506334023949601,0.8412467592360535,0.3830601468953228,0.783823353039032,0.9409471632996225
1998,4241,0.7865429875094371,0.8740565432186553,0.7537120249627915,0.9780753813677217,1.0
1999,4241,0.8663018520609258,1.0,0.9748119414978759,1.0,1.0
2000,4241,0.9260962923353862,0.5019801129864959,0.5317246796023102,0.9762726942987946,1.0
2001,4241,0.9451827482467514,0.8925018582486277,0.8651526176303925,1.0,1.0
2002,4241,0.9047313592073815,0.8844783383437419,0.48361500703704907,1.0,1.0
1998,4320,0.8876559953718243,0.48958866735185347,0.4632200649120684,1.0,0.8203278130084372
1999,4320,0.5532852320296135,0.7681915574731975,0.6380229096646032,1.0,0.8203278130084372
2000,4320,0.3287328133564432,0.4897414232972908,0.6753426296539965,0.7051407683621067,0.8203278130084372
1998,4373,0.9690563826841428,0.6134209495682981,0.7469121995882437,1.0,0.9597138913778442
1999,4373,0.6949129625270329,0.40349149018686575,0.5359340433910268,0.9320249604536496,0.9597138913778442
2000,4373,0.9711157099148399,0.5732291437161139,0.42672012985360064,0.9979005009732274,0.9597138913778442
2001,4373,0.7302605461617202,0.6229325774788381,0.7131024678704524,0.8925235674728385,0.9597138913778442
2002,4373,0.923395379882342,0.9242179354731395,0.7432822352444417,1.0,0.9597138913778442
2003,4373,0.8933513759273894,0.8159490273001525,0.6156747609019194,1.0,0.9597138913778442
2004,4373,0.8464891814345847,0.8587288397980243,0.6163304369587318,0.9405379084359083,0.9597138913778442
2005,4373,0.8436461490926693,0.3381010108468284,0.6768331245548938,0.969552410935218,0.9597138913778442
1998,4393,0.9927396868665578,0.9985361383719222,0.72569381414069,1.0,1.0
1999,4393,0.9984659642071465,0.6198715447903329,0.5966016786935453,0.9998480128893174,1.0
2000,4393,0.9959603231504335,0.7221227810293701,0.84112480512706,0.9997469629957981,1.0
2001,4393,0.9998894602601079,0.7820413261322638,0.5896445488536475,0.9998554034477402,1.0
2002,4393,0.9984271358069904,0.6876341680240041,0.7712845771729117,0.9997753004831939,1.0
1998,4426,0.7305797467952589,0.8628882346373602,0.784726908815269,1.0,1.0
1999,4426,0.9539006498652676,0.710670061883642,0.5780308435046363,0.9672380711212721,1.0
2000,4426,0.6718785354279174,0.8144209958016811,0.820318088751341,1.0,1.0
1998,4454,0.6471115934296793,0.6325995234558462,0.6010905032139767,0.8939498484056003,1.0
1999,4454,0.6314368098112537,0.9429882128416455,0.6216856513016419,1.0,1.0
2000,4454,0.6057039746527224,0.9898644059192567,0.7471615338284884,1.0,1.0
2001,4454,0.8513523525949579,0.8251062881078899,0.5478881311325253,0.8096661354447401,1.0
2002,4454,0.6938508802502046,0.805744002272228,0.6204311442773123,0.9343682969869167,1.0
2003,4454,0.792419386872502,0.8935640305624082,0.767932540106114,0.9681164948836246,1.0
2004,4454,0.9299131790298715,0.9013892774845161,0.9003615797163488,0.9530395012372772,1.0
2005,4454,0.857244095934266,0.8395906159981742,0.7595680275570551,0.9196244245520393,1.0
2006,4454,0.9474506123951111,0.8385886125742275,0.5855601161635635,0.8852573306322801,1.0
1998,4473,0.9279585618897912,0.7829454912143846,0.7132602326243203,0.9351609681128691,1.0
1999,4473,0.9278272683085232,0.7898050438579542,0.6171118712434677,0.9344961171590481,1.0
2000,4473,0.6420046807420698,0.9165031014867389,0.8995904535524172,0.9810753131168893,1.0
1998,4483,0.7709950834221232,0.7577823986752326,0.6706817830035507,1.0,1.0
1999,4483,0.8197831917605025,0.37093593238386713,0.2695898557864366,0.8895928633494196,1.0
2000,4483,0.7017769923258279,0.7656982577167102,0.8723614435736671,0.9545475838474003,1.0
1998,4489,0.6474918293294809,0.39832112549634513,0.33733338527742956,0.8560369758080406,0.9634640980468817
1999,4489,0.6494155459894699,0.42843056233897914,0.8240432266225409,0.9054071861425924,0.9634640980468817
2000,4489,0.705632058668121,0.5892880756767963,0.8417630099351833,1.0,0.9634640980468817
2001,4489,0.7061697822440863,0.5089243338174447,0.8497440521357654,0.9520070757304924,0.9634640980468817
2002,4489,0.7531722044975936,0.6896715288048828,0.8586795470757677,1.0,0.9634640980468817
2003,4489,0.959293358367392,0.691390837359039,0.8540252381520413,1.0,0.9634640980468817
2004,4489,0.7917519211214421,0.7148169484918129,0.8683504815956471,0.9893501544468001,0.9634640980468817
2005,4489,0.812498008993698,0.8155051221787082,0.6888135960912799,1.0,0.9634640980468817
1998,4490,0.7702633579225214,0.32421560284042,0.262706463051433,0.6899036818693184,1.0
1999,4490,0.44547805127970214,0.4440327459054462,0.3605637994225098,0.7679703770697146,1.0
2000,4490,0.656524583252324,0.6939388842914668,0.7491420904393465,1.0,1.0
2001,4490,0.5593621008567106,0.633707947973918,0.5655942049220438,0.9757206249771053,1.0
2002,4490,0.7778536993181487,0.9932360379926174,0.8532497618831323,1.0,1.0
2003,4490,0.5756597823070416,0.6922270550608046,0.7798579260588256,0.9161966972621828,1.0
2004,4490,0.7206904455363152,0.8591191369037581,0.7781002495227924,1.0,1.0
2005,4490,0.7816687397737003,0.7895037258659242,0.7027081315122895,1.0,1.0
2006,4490,0.7783169851773613,0.9409655122516105,0.859414022215266,1.0,1.0
1998,4495,0.6773784448899474,0.8406104473767336,0.8090003865724388,1.0,1.0
1999,4495,0.9281234563980731,0.36991408554726085,0.4341973531817972,0.7912739827922286,1.0
2000,4495,0.5398701284572168,0.5568828923159991,0.5217321424473834,0.9021139244233015,1.0
2001,4495,0.5726461381593151,0.5110853512655443,0.5143361562732346,0.9028679128561616,1.0
2002,4495,0.6344378424074838,0.9100570526900964,0.7632844097948731,1.0,1.0
2003,4495,0.7740105005311746,0.6508682335686923,0.5716919293034446,0.9107660651388881,1.0
2004,4495,0.7688995883038687,0.7566444606815266,0.5646842081586058,0.9489853362854697,1.0
1998,4497,0.956534460719334,0.6333296387462352,0.8424420732192006,0.9759371196623414,0.9888947335053277
1999,4497,0.7039706621816083,0.5530021753976856,0.6884640300304375,0.8933532382264449,0.9888947335053277
2000,4497,0.6277973355832852,0.5684263065221328,0.612539420914009,0.904619492157494,0.9888947335053277
2001,4497,0.6926940777235411,0.46898514131223307,0.6182730164200481,0.8454163730752866,0.9888947335053277
2002,4497,0.6814549476960339,0.7638613761741857,0.761256348918327,0.9448750101875423,0.9888947335053277
2003,4497,0.7914244420644588,0.8615274403713383,0.8958580335251871,0.9176926024405739,0.9888947335053277
2004,4497,0.9600062619163715,0.8709343574677061,0.880745024218342,0.9835238573052588,0.9888947335053277
2005,4497,0.7468620360905951,0.8776927011207201,0.8557439408560307,1.0,0.9888947335053277
2006,4497,0.788016850841839,0.7327379615277055,0.6627680376261491,0.9181225337946788,0.9888947335053277
1998,4504,0.9451831664467663,0.8222215117013634,0.7468763868405772,0.9959001683197125,1.0
1999,4504,0.9441607417899889,0.8556805178080223,0.8850558489941779,0.9878356707712982,1.0
2000,4504,0.7807664329705188,0.8998421575368795,0.8861685658058562,0.9664557384342201,1.0
1998,4509,0.8738048597731523,0.47265223612148205,0.3919144696707858,0.9386597933922209,0.9919201673724275
1999,4509,0.70198251549128,0.4134368883999456,0.4235703598597972,0.8565571527338458,0.9919201673724275
2000,4509,0.7997920944313387,0.7101800418438994,0.6566814977843051,1.0,0.9919201673724275
2001,4509,0.8822042666358242,0.5917401361414373,0.8185846737691588,0.9768911469919639,0.9919201673724275
2002,4509,0.9487925262870325,0.7462245145467694,0.8090340580531029,0.9777276845462024,0.9919201673724275
2003,4509,0.737672377686333,0.6100685501313553,0.6259892767789426,0.9060729063160674,0.9919201673724275
2004,4509,0.9238282304191369,0.8633347658888256,0.7391296463434429,0.9672166505052957,0.9919201673724275
2005,4509,0.906968328826776,0.7683232313956242,0.6870828436166481,0.9418478255133326,0.9919201673724275
2006,4509,0.7750809587817279,0.7890400149785325,0.7328477886816763,0.9478632191036122,0.9919201673724275
1998,4517,0.9177785715080312,0.7055786334584733,0.8570702336812542,1.0,1.0
1999,4517,0.8457109395145905,0.5257447913024356,0.5261704773158625,0.9366000490622494,1.0
2000,4517,0.7892434367036497,0.6032069045055661,0.5851033400401994,0.8440677468479446,1.0
1998,4536,0.7612376787657638,0.48524735883753883,0.4429951289122678,0.9044266652964226,0.9737797298805475
1999,4536,0.9161607090762295,0.6012004731881563,0.7209538071483624,0.894541668391287,0.9737797298805475
2000,4536,0.7567305489787245,0.8959767280556336,0.8825497105631166,1.0,0.9737797298805475
2001,4536,0.8697701157634156,0.8552572405229729,0.6698958778342826,0.9956259554952729,0.9737797298805475
2002,4536,0.5453025563536946,0.9023484200016931,0.7514358308734176,1.0,0.9737797298805475
2003,4536,0.8063791622829731,0.9005492471113301,0.8364682985044872,1.0,0.9737797298805475
1998,4544,0.999676351271719,0.6995704289107612,0.7636305957624273,0.9999977675217172,1.0
1999,4544,0.999734936163873,0.5959680389312899,0.9476667974967097,0.9999984645719978,1.0
2000,4544,0.9994571805514687,0.8167563326374601,0.6205433799485822,0.9999973140790085,1.0
2001,4544,0.9997311481936878,0.7311423488413131,0.889536627026154,0.9999977130051084,1.0
2002,4544,0.9986893195372349,0.8309495564358653,0.6263365615009243,1.0,1.0
1998,4549,0.6278668188453302,0.46064390453259524,0.4488125584036174,0.9683188785046892,0.6992716317945483
1999,4549,0.5098737811581141,0.3901580623310951,0.36024119827883266,0.9780394568591702,0.6992716317945483
2000,4549,0.41584917138520505,0.6238430624166089,0.41567574778744076,0.9141220157398855,0.6992716317945483
1998,4555,0.9171449204666732,0.9249811609852141,0.8081519630463365,1.0,0.9666704537034941
1999,4555,0.9512244920088804,0.5008937877784214,0.7819689290966606,1.0,0.9666704537034941
2000,4555,0.8004243359837911,0.7165741252079023,0.8672106819695495,1.0,0.9666704537034941
2001,4555,0.8374486755994378,0.3592820792121902,0.328644715302536,0.952470243071091,0.9666704537034941
2002,4555,0.8091906048796056,0.4283565013597951,0.36919293942611525,0.9813294224112381,0.9666704537034941
2003,4555,0.8530520951616563,0.8768435965195919,0.7896587146221651,0.9485330253876794,0.9666704537034941
2004,4555,0.8354492079699377,0.8525402505751188,0.5996565655516993,1.0,0.9666704537034941
2005,4555,0.844851391405182,0.8483791854876417,0.6137105588549618,0.9735971958170931,0.9666704537034941
2006,4555,0.9034352499951412,0.7003457957075134,0.7519046360674726,0.9965676764867243,0.9666704537034941
1998,4556,0.780935235997355,0.7545925384606126,0.6143699485745127,1.0,1.0
1999,4556,0.843318425017914,0.7159237838463489,0.3816916977382512,0.8460234381114723,1.0
2000,4556,0.7550420204011034,0.9043677732115285,0.7583999317171448,1.0,1.0
2001,4556,0.9745363177377024,0.755685492612088,0.6043274437922548,0.9825439512770107,1.0
2002,4556,0.8208537240858881,0.7330400779978861,0.5878699269853956,0.9655497100208575,1.0
2003,4556,0.8138365272376499,0.6028096243308474,0.47101210895301115,0.9281593439311957,1.0
2004,4556,0.8220081382728665,0.853939115206547,0.7598335092030881,1.0,1.0
1998,4557,0.7241552446762005,0.5487217264091712,0.4846796661011945,0.893924728120414,0.9707464593724179
1999,4557,0.7242297828638469,0.4741142719728541,0.34905668965303827,1.0,0.9707464593724179
2000,4557,0.9018543668662433,0.5894078171518616,0.5499487149557407,0.9763232128010798,0.9707464593724179
2001,4557,0.9157495513908678,0.6873763053011943,0.5327272928699024,1.0,0.9707464593724179
2004,4559,0.7135265982959157,0.9357644109373171,0.8379306454775041,0.9893417521194183,1.0
2005,4559,0.6598868748107223,0.8633624842581533,0.8661352363014068,0.9345010953011017,1.0
2006,4559,0.7907846191018838,0.8840917493995596,0.8929403083749263,1.0,1.0
1998,4560,0.824665724399964,0.8541306140581597,0.8987993849205855,1.0,0.995978369590325
1999,4560,0.9174662705084717,0.7794468493683782,0.8031035396650563,0.9964735716720167,0.995978369590325
2000,4560,0.9687296128839407,0.9455626093267114,0.9447500632852204,1.0,0.995978369590325
2001,4560,0.9443794657689799,0.8774172655886958,0.8669153961739028,0.9982037243104602,0.995978369590325
2002,4560,0.8037804560889602,0.8814473420896692,0.8665295830392079,0.9851666186748145,0.995978369590325
2003,4560,0.7658968370995282,0.8475863707366654,0.8983827880616158,0.9888313269581881,0.995978369590325
1999,4567,0.9554882632743693,0.5926748531771114,0.653222990474074,1.0,0.9995085725056279
2000,4567,0.7664723515321098,0.6274539531077971,0.7468328074576871,1.0,0.9995085725056279
2001,4567,0.7958121265552672,0.6383323490887165,0.5616379314231412,0.9146208817354651,0.9995085725056279
2002,4567,0.9760452324655844,0.8774578665056278,0.7981861449343146,1.0,0.9995085725056279
2003,4567,0.9500441099362315,0.7709020405931918,0.9191866383064203,1.0,0.9995085725056279
1999,4568,0.8570358707934387,0.3929329557950133,0.41845090824903364,0.8927025511406739,0.9438739366935126
2000,4568,0.7575200663468705,0.5341941620838054,0.4672716717722519,1.0,0.9438739366935126
2001,4568,0.6543981388261056,0.4442552497127723,0.32610629613976255,0.9989958943529444,0.9438739366935126
2002,4568,0.7751156100590204,0.47877379424191824,0.4074508439389321,1.0,0.9438739366935126
2003,4568,0.7732340056821707,0.6010594155602199,0.45341917037399004,0.9499410806857846,0.9438739366935126
2001,4578,0.799466654571219,0.9121330758704623,0.9148653648827338,0.9896797586958856,1.0
2002,4578,0.7805597537159809,0.9276942932937231,0.9354297735756655,1.0,1.0
2003,4578,0.8235703984851989,0.8932810778943575,0.8979964969332941,0.9189912989117365,1.0
2004,4578,0.7322490280551757,0.89902974646955,0.9041764999139413,0.9296651135302271,1.0
2005,4578,0.8264554319565265,0.9334941505636574,0.9916265303641918,0.9523539481666147,1.0
2006,4578,0.7704987997642472,0.9666700792558865,1.0,0.9481477932643142,1.0
2001,4579,0.9539898425248428,0.47798398098004946,0.7353216830317094,0.9728750451085192,1.0
2002,4579,0.9250495669563007,0.6985592795693697,0.7457642380048045,0.9900781705295106,1.0
2003,4579,0.9700463942209955,0.6429676985389303,0.5647540247386348,0.9722992450408319,1.0
2004,4579,1.0,0.9275184193590518,0.963406129250419,1.0,1.0
2005,4579,0.8797946290203343,0.8884029102409352,0.8713800352956447,1.0,1.0
2006,4579,0.8866028540185614,0.8042528372304771,0.7131225761020918,0.9726895620507022,1.0
2002,4585,0.6790288073583877,0.7245560283675812,0.5585495018726339,0.9391103572113639,1.0
2003,4585,0.6819906111580213,0.934128599061552,0.6091042450889873,1.0,1.0
2004,4585,0.6998653569405578,0.915418964550748,0.9699955358779363,1.0,1.0
2005,4585,0.8412695618858462,0.9045029024378958,0.9969295129607824,0.910812505405156,1.0
2006,4585,0.9436345376346004,0.615174910808763,0.6602077285043016,0.8770842454260122,1.0
2002,4586,0.928151017122016,0.6251923737547954,0.8213385349809368,1.0,0.9634289362717775
2003,4586,0.7958288323754906,0.4922487629811558,0.965500653918153,0.9664346199317689,0.9634289362717775
2004,4586,0.7800621268207933,0.5406372709923012,0.7638312465476007,0.9587831698360954,0.9634289362717775
2005,4586,0.6173176316969473,0.9067881840637684,0.7050283288181838,1.0,0.9634289362717775
2006,4586,0.7541677164903081,0.7910399652204848,0.7097596576666602,0.9898240522569218,0.9634289362717775
2002,4587,0.7601593688345114,0.9148408514319332,0.7910785059092118,1.0,1.0
2003,4587,0.6215923491349954,0.8527219187292198,0.717154324712135,0.9120639022461766,1.0
2004,4587,0.8095798976317141,0.8700668952167881,0.8583654582721453,0.9637947309990195,1.0
2005,4587,0.6897664256165609,0.797210338138429,0.8224176739079444,0.9521502054240878,1.0
2002,4590,0.7726392989521762,0.9090753095394691,0.888885285519213,1.0,0.9947217427777869
2003,4590,0.7154378373738509,0.6411381052301166,0.6821353570507821,0.8510836913915298,0.9947217427777869
2004,4590,0.6822576702584147,0.7929303695984276,0.7614442072378561,0.9293860422262324,0.9947217427777869
2005,4590,0.7419173603914652,0.8930778067895456,0.8874598268759601,1.0,0.9947217427777869
2006,4590,0.8642743135293937,0.6248498236839783,0.5702338149127925,0.9238311902271173,0.9947217427777869
2003,4594,0.7828321283480654,0.7335115314568916,0.6341262014646389,1.0,0.9687057836336802
2004,4594,0.6999057217306869,0.7014657791546075,0.6255707122682268,1.0,0.9687057836336802
2005,4594,0.6527661208587142,0.9201092952816982,0.6329146319779513,1.0,0.9687057836336802
2006,4594,0.6178219270840541,0.6700195026634906,0.4733073096786134,0.7892039720885651,0.9687057836336802
2003,4597,0.976731578218165,0.8690590726541445,0.8398950816051868,1.0,1.0
2004,4597,0.958763860008594,0.8867408811351072,0.9201091994394668,1.0,1.0
2005,4597,0.7842327599028561,0.8568923870006303,0.7744207199580244,0.9024308829524069,1.0
2006,4597,0.8350987981988067,0.7272425634901225,0.5714949254328006,0.9357876701549662,1.0
2003,4600,0.8971081757182667,0.8980920606345755,0.9415214215470173,0.9428581192150504,1.0
2004,4600,0.5994947375935584,0.8509403467696504,0.8763794855881837,1.0,1.0
2005,4600,0.8653253397873907,0.8671710369142087,0.8530707978370343,0.9916444782465523,1.0
2006,4600,0.8174655470276827,0.6775068253918841,0.7843079424592385,0.8863448751724172,1.0
2003,4601,0.6261225689521259,0.9668865713425653,0.7533874902668536,1.0,1.0
2004,4601,0.777708832616138,0.6841813699486061,0.848492569998849,0.8483356255303178,1.0
2005,4601,0.7893941979062968,0.9645635125764536,1.0,1.0,1.0
2006,4601,0.76320569503541,0.8891298281936084,0.8922431982005308,0.9524401877030625,1.0
2004,4603,0.8415725246485809,0.9029200864122867,0.9361752168337211,0.9634627823919478,1.0
2005,4603,0.734437433609172,0.8640115124748056,0.7449030274891445,0.8921507396274452,1.0
2006,4603,0.8515582381532045,1.0,0.8960812542504105,0.9748465010686823,1.0
2004,4606,0.8461260907805008,0.6665899517707592,0.8466919133636823,1.0,0.9760791258957809
2005,4606,0.7320717662080503,0.9049941760782497,0.8936868680272367,1.0,0.9760791258957809
2006,4606,0.5259126183306962,0.7328488598578053,0.5264179394988238,0.7569449717778651,0.9760791258957809
2004,4607,0.8712594771927039,0.5920466681967437,0.4889717884066112,0.9568444547054742,0.9735440984564931
2005,4607,0.798440277425934,0.8936920516126087,0.8122706287822509,0.9613667506816647,0.9735440984564931
2006,4607,0.7147322720674253,0.8614419321600998,0.8277495749107865,0.9364089581134255,0.9735440984564931
2004,4608,0.7034520017110975,0.9247799140943291,0.9460465355331343,1.0,1.0
2005,4608,0.7530748192557701,0.9181965503317712,0.9125469647306962,0.989849389958686,1.0
2006,4608,0.7930936386095078,0.9032596923486854,0.8970163905073734,0.9923669506555978,1.0
2004,4609,0.7218855777104657,0.7780662951862246,0.5835782199831768,1.0,0.9950586258629419
2005,4609,0.9138594198149524,0.9181722931455542,0.9708138760258171,1.0,0.9950586258629419
2006,4609,0.7222391017345203,0.7486966508339344,0.6895871247588579,0.9790832443467324,0.9950586258629419
1998,5119,0.7907804021537468,0.9144844088933995,0.87982727092602,1.0,1.0
1999,5119,0.876838342117392,0.5430105349041306,0.8926838182395389,0.8436787143318385,1.0
2000,5119,0.8804864751240942,0.8932078157473494,0.9097128833800698,0.9610242683175809,1.0
2001,5119,0.9794967391571557,1.0,0.9091670361526341,1.0,1.0
2002,5119,0.8147378889139081,0.611680038699742,0.6661574392912065,0.9005489192988747,1.0
2003,5119,0.7850644587450373,0.8984447420488201,0.8841360805279609,1.0,1.0
1998,5154,0.6844349358489745,0.3746625958518222,0.35028706599258314,0.9704102395662405,0.9842310472276592
1999,5154,0.8529490978291802,0.2879272401387193,0.2801220193506681,0.9578463634998945,0.9842310472276592
2000,5154,0.7119231800172715,0.4668956812456113,0.4523874147323834,1.0,0.9842310472276592
2001,5154,0.9130708527176399,0.37017410344468077,0.38087337821452505,1.0,0.9842310472276592
1998,5197,0.8372897830919236,0.5012955923650426,0.5131081638181496,0.9638890391140431,0.9997555303070215
1999,5197,0.8774619211389808,0.5857896380753945,0.8055619173684302,1.0,0.9997555303070215
2000,5197,0.8690916073860413,0.8454087683181298,0.6758248414694931,1.0,0.9997555303070215
1998,5285,0.6379060941714221,0.7872571514898513,0.6458180156961288,1.0,0.990670869508894
1999,5285,0.5745759437827253,0.6457253153305642,0.5370145253880515,0.9542027748533719,0.990670869508894
2000,5285,0.7807881414185157,0.7139962267267559,0.5265067859101715,0.9569595928026042,0.990670869508894
2001,5285,0.9632203719705288,0.8477412693437179,0.8141388725208447,1.0,0.990670869508894
2002,5285,0.8108172269217989,0.7937174791831352,0.2990209581341313,0.8635871791438655,0.990670869508894
2003,5285,0.6077719265150932,0.5431494445256411,0.4326462508627043,0.9383454553580832,0.990670869508894
2004,5285,0.9136646451971571,0.8059156441724938,0.5512816069884824,0.9536338724676519,0.990670869508894
2005,5285,0.7481682044408844,0.8842892595218338,0.7572195054803217,1.0,0.990670869508894
2006,5285,0.7478406991007257,0.5525432094944698,0.3696186157061632,0.8934454125881339,0.990670869508894
2004,5309,0.9412756495602143,0.642024324124912,0.6629273142254057,0.9863228616463496,0.9736604921826942
2005,5309,0.7922533289793715,0.8479203112193816,0.7266955149368224,0.9099315349577,0.9736604921826942
2006,5309,0.8457952728765553,0.792061098402808,0.5921459496921383,0.9880908045145093,0.9736604921826942
1998,5354,0.5273009595980696,0.44459763992533413,0.7331402799799777,0.9969906154084721,0.9970442630917209
1999,5354,0.8663323062222854,0.4063455692674157,0.603389693752763,0.9935617922941264,0.9970442630917209
2000,5354,0.9277772722237732,0.5592771627521522,0.8596925072520941,1.0,0.9970442630917209
2001,5354,0.9442877414686369,0.4663910193926729,0.8101459764374558,1.0,0.9970442630917209
2002,5354,0.8128059236031351,0.4212470164599055,0.592331475886118,0.9399603078505786,0.9970442630917209
2003,5354,0.8088334067947152,0.4194919809155325,0.5992427812316178,0.9175550185813452,0.9970442630917209
2004,5354,0.9744199681515453,0.6100497993681909,0.9388640588409868,1.0,0.9970442630917209
2005,5354,0.8653940052071218,0.9190752656848539,0.887341296924069,1.0,0.9970442630917209
2006,5354,0.9350901499209552,0.9024198943860621,0.7534968364802969,1.0,0.9970442630917209
1998,5359,0.7894346481180942,0.8239362514365907,0.8595769985085067,1.0,1.0
